Jurisdiction,Active,Recovered,Deaths,Date,Active and Recovered
TAS,0.0,3.0,2,2021-12-12,3
VIC,31.0,49.0,5,2021-12-12,80
WA,0.0,0.0,1,2021-12-12,0
Australia,48.0,76.0,11,2021-12-13,124
NSW,17.0,15.0,3,2021-12-13,32
NT,0.0,0.0,0,2021-12-13,0
QLD,0.0,8.0,0,2021-12-13,8
SA,0.0,1.0,0,2021-12-13,1
TAS,0.0,3.0,2,2021-12-13,3
VIC,31.0,49.0,5,2021-12-13,80
WA,0.0,0.0,1,2021-12-13,0
ACT,0.0,0.0,0,2021-12-13,0
WA,0.0,0.0,1,2021-12-14,0
NSW,17.0,15.0,3,2021-12-14,32
NT,0.0,0.0,0,2021-12-14,0
QLD,0.0,8.0,0,2021-12-14,8
SA,0.0,1.0,0,2021-12-14,1
Australia,48.0,76.0,11,2021-12-14,124
VIC,31.0,49.0,5,2021-12-14,80
TAS,0.0,3.0,2,2021-12-14,3
ACT,0.0,0.0,0,2021-12-14,0
QLD,0.0,8.0,0,2021-12-15,8
NT,0.0,0.0,0,2021-12-15,0
NSW,20.0,15.0,3,2021-12-15,35
ACT,0.0,0.0,0,2021-12-15,0
Australia,62.0,76.0,12,2021-12-15,138
TAS,0.0,3.0,2,2021-12-15,3
SA,0.0,1.0,0,2021-12-15,1
VIC,43.0,49.0,5,2021-12-15,92
WA,0.0,0.0,1,2021-12-15,0
Australia,78.0,76.0,13,2021-12-16,154
ACT,0.0,0.0,0,2021-12-16,0
NSW,21.0,15.0,3,2021-12-16,36
NT,0.0,0.0,0,2021-12-16,0
SA,0.0,1.0,0,2021-12-16,1
TAS,0.0,3.0,2,2021-12-16,3
VIC,57.0,49.0,7,2021-12-16,106
WA,0.0,0.0,1,2021-12-16,0
QLD,0.0,8.0,0,2021-12-16,8
WA,0.0,0.0,1,2021-12-17,0
NT,0.0,0.0,0,2021-12-17,0
NSW,21.0,15.0,3,2021-12-17,36
ACT,0.0,0.0,0,2021-12-17,0
Australia,81.0,76.0,13,2021-12-17,157
VIC,57.0,49.0,7,2021-12-17,106
TAS,0.0,3.0,2,2021-12-17,3
SA,0.0,1.0,0,2021-12-17,1
QLD,3.0,8.0,0,2021-12-17,11
SA,0.0,1.0,0,2021-12-18,1
TAS,0.0,3.0,2,2021-12-18,3
VIC,57.0,49.0,7,2021-12-18,106
NSW,21.0,15.0,3,2021-12-18,36
QLD,3.0,8.0,0,2021-12-18,11
Australia,81.0,76.0,13,2021-12-18,157
ACT,0.0,0.0,0,2021-12-18,0
WA,0.0,0.0,1,2021-12-18,0
NT,0.0,0.0,0,2021-12-18,0
SA,0.0,1.0,0,2021-12-19,1
Australia,81.0,76.0,13,2021-12-19,157
NSW,21.0,15.0,3,2021-12-19,36
NT,0.0,0.0,0,2021-12-19,0
WA,0.0,0.0,1,2021-12-19,0
VIC,57.0,49.0,7,2021-12-19,106
TAS,0.0,3.0,2,2021-12-19,3
QLD,3.0,8.0,0,2021-12-19,11
ACT,0.0,0.0,0,2021-12-19,0
WA,0.0,0.0,1,2021-12-20,0
QLD,3.0,8.0,0,2021-12-20,11
Australia,98.0,76.0,13,2021-12-20,174
ACT,0.0,0.0,0,2021-12-20,0
NSW,26.0,15.0,3,2021-12-20,41
NT,0.0,0.0,0,2021-12-20,0
TAS,0.0,3.0,2,2021-12-20,3
SA,0.0,1.0,0,2021-12-20,1
VIC,69.0,49.0,7,2021-12-20,118
NSW,26.0,15.0,3,2021-12-21,41
VIC,69.0,49.0,7,2021-12-21,118
QLD,3.0,8.0,0,2021-12-21,11
ACT,0.0,0.0,0,2021-12-21,0
Australia,98.0,76.0,13,2021-12-21,174
TAS,0.0,3.0,2,2021-12-21,3
WA,0.0,0.0,1,2021-12-21,0
SA,0.0,1.0,0,2021-12-21,1
NT,0.0,0.0,0,2021-12-21,0
VIC,69.0,49.0,7,2021-12-22,118
WA,0.0,0.0,1,2021-12-22,0
Australia,98.0,76.0,13,2021-12-22,174
QLD,3.0,8.0,0,2021-12-22,11
NSW,26.0,15.0,3,2021-12-22,41
NT,0.0,0.0,0,2021-12-22,0
SA,0.0,1.0,0,2021-12-22,1
TAS,0.0,3.0,2,2021-12-22,3
ACT,0.0,0.0,0,2021-12-22,0
WA,0.0,0.0,1,2021-12-24,0
VIC,69.0,49.0,7,2021-12-24,118
TAS,0.0,3.0,2,2021-12-24,3
NT,0.0,0.0,0,2021-12-24,0
SA,0.0,1.0,0,2021-12-24,1
QLD,3.0,8.0,0,2021-12-24,11
NSW,26.0,15.0,3,2021-12-24,41
Australia,98.0,76.0,13,2021-12-24,174
ACT,0.0,0.0,0,2021-12-24,0
NT,0.0,0.0,0,2021-12-25,0
SA,0.0,1.0,0,2021-12-25,1
TAS,0.0,3.0,2,2021-12-25,3
VIC,69.0,49.0,7,2021-12-25,118
WA,0.0,0.0,1,2021-12-25,0
NSW,26.0,15.0,3,2021-12-25,41
ACT,0.0,0.0,0,2021-12-25,0
Australia,98.0,76.0,13,2021-12-25,174
QLD,3.0,8.0,0,2021-12-25,11
NSW,26.0,15.0,3,2021-12-26,41
Australia,98.0,76.0,13,2021-12-26,174
ACT,0.0,0.0,0,2021-12-26,0
WA,0.0,0.0,1,2021-12-26,0
NT,0.0,0.0,0,2021-12-26,0
VIC,69.0,49.0,7,2021-12-26,118
QLD,3.0,8.0,0,2021-12-26,11
SA,0.0,1.0,0,2021-12-26,1
TAS,0.0,3.0,2,2021-12-26,3
WA,0.0,0.0,1,2021-12-27,0
VIC,69.0,49.0,7,2021-12-27,118
TAS,0.0,3.0,2,2021-12-27,3
SA,0.0,1.0,0,2021-12-27,1
QLD,3.0,8.0,0,2021-12-27,11
NSW,26.0,15.0,3,2021-12-27,41
ACT,0.0,0.0,0,2021-12-27,0
NT,0.0,0.0,0,2021-12-27,0
Australia,98.0,76.0,13,2021-12-27,174
WA,0.0,0.0,1,2021-12-28,0
NT,0.0,0.0,0,2021-12-28,0
NSW,26.0,15.0,3,2021-12-28,41
ACT,0.0,0.0,0,2021-12-28,0
Australia,98.0,76.0,13,2021-12-28,174
TAS,0.0,3.0,2,2021-12-28,3
QLD,3.0,8.0,0,2021-12-28,11
VIC,69.0,49.0,7,2021-12-28,118
SA,0.0,1.0,0,2021-12-28,1
WA,0.0,0.0,1,2021-12-29,0
VIC,69.0,49.0,7,2021-12-29,118
TAS,0.0,3.0,2,2021-12-29,3
QLD,3.0,8.0,0,2021-12-29,11
NT,0.0,0.0,0,2021-12-29,0
NSW,26.0,15.0,3,2021-12-29,41
ACT,0.0,0.0,0,2021-12-29,0
Australia,98.0,76.0,13,2021-12-29,174
SA,0.0,1.0,0,2021-12-29,1
NSW,26.0,15.0,3,2021-12-30,41
NT,0.0,0.0,0,2021-12-30,0
QLD,3.0,8.0,0,2021-12-30,11
Australia,98.0,76.0,13,2021-12-30,174
SA,0.0,1.0,0,2021-12-30,1
TAS,0.0,3.0,2,2021-12-30,3
ACT,0.0,0.0,0,2021-12-30,0
VIC,69.0,49.0,7,2021-12-30,118
WA,0.0,0.0,1,2021-12-30,0
WA,0.0,0.0,1,2021-12-31,0
Australia,98.0,76.0,13,2021-12-31,174
ACT,0.0,0.0,0,2021-12-31,0
TAS,0.0,3.0,2,2021-12-31,3
SA,0.0,1.0,0,2021-12-31,1
QLD,3.0,8.0,0,2021-12-31,11
NT,0.0,0.0,0,2021-12-31,0
NSW,26.0,15.0,3,2021-12-31,41
VIC,69.0,49.0,7,2021-12-31,118
ACT,0.0,0.0,0,2022-01-01,0
WA,0.0,0.0,1,2022-01-01,0
TAS,0.0,3.0,2,2022-01-01,3
SA,0.0,1.0,0,2022-01-01,1
QLD,3.0,8.0,0,2022-01-01,11
NT,0.0,0.0,0,2022-01-01,0
NSW,26.0,15.0,3,2022-01-01,41
Australia,98.0,76.0,13,2022-01-01,174
VIC,69.0,49.0,7,2022-01-01,118
NSW,26.0,15.0,3,2022-01-02,41
TAS,0.0,3.0,2,2022-01-02,3
Australia,98.0,76.0,13,2022-01-02,174
ACT,0.0,0.0,0,2022-01-02,0
NT,0.0,0.0,0,2022-01-02,0
QLD,3.0,8.0,0,2022-01-02,11
VIC,69.0,49.0,7,2022-01-02,118
WA,0.0,0.0,1,2022-01-02,0
SA,0.0,1.0,0,2022-01-02,1
VIC,69.0,49.0,7,2022-01-03,118
TAS,0.0,3.0,2,2022-01-03,3
SA,0.0,1.0,0,2022-01-03,1
WA,0.0,0.0,1,2022-01-03,0
NT,0.0,0.0,0,2022-01-03,0
NSW,26.0,15.0,3,2022-01-03,41
ACT,0.0,0.0,0,2022-01-03,0
Australia,98.0,76.0,13,2022-01-03,174
QLD,3.0,8.0,0,2022-01-03,11
WA,0.0,0.0,1,2022-01-04,0
VIC,69.0,49.0,7,2022-01-04,118
TAS,0.0,3.0,2,2022-01-04,3
SA,0.0,1.0,0,2022-01-04,1
QLD,3.0,8.0,0,2022-01-04,11
NT,0.0,0.0,0,2022-01-04,0
NSW,26.0,15.0,3,2022-01-04,41
ACT,0.0,0.0,0,2022-01-04,0
Australia,98.0,76.0,13,2022-01-04,174
Australia,98.0,76.0,13,2022-01-05,174
NT,0.0,0.0,0,2022-01-05,0
QLD,3.0,8.0,0,2022-01-05,11
SA,0.0,1.0,0,2022-01-05,1
TAS,0.0,3.0,2,2022-01-05,3
VIC,69.0,49.0,7,2022-01-05,118
WA,0.0,0.0,1,2022-01-05,0
NSW,26.0,15.0,3,2022-01-05,41
ACT,0.0,0.0,0,2022-01-05,0
VIC,69.0,51.0,7,2022-01-06,120
TAS,0.0,3.0,2,2022-01-06,3
SA,0.0,1.0,0,2022-01-06,1
NSW,26.0,15.0,3,2022-01-06,41
NT,0.0,0.0,0,2022-01-06,0
ACT,0.0,0.0,0,2022-01-06,0
Australia,98.0,78.0,13,2022-01-06,176
QLD,3.0,8.0,0,2022-01-06,11
WA,0.0,0.0,1,2022-01-06,0
ACT,0.0,0.0,0,2022-01-07,0
Australia,98.0,78.0,13,2022-01-07,176
NSW,26.0,15.0,3,2022-01-07,41
NT,0.0,0.0,0,2022-01-07,0
SA,0.0,1.0,0,2022-01-07,1
TAS,0.0,3.0,2,2022-01-07,3
VIC,69.0,51.0,7,2022-01-07,120
WA,0.0,0.0,1,2022-01-07,0
QLD,3.0,8.0,0,2022-01-07,11
QLD,3.0,8.0,0,2022-01-08,11
SA,0.0,1.0,0,2022-01-08,1
TAS,0.0,3.0,2,2022-01-08,3
VIC,69.0,51.0,7,2022-01-08,120
WA,0.0,0.0,1,2022-01-08,0
NSW,26.0,15.0,3,2022-01-08,41
ACT,0.0,0.0,0,2022-01-08,0
NT,0.0,0.0,0,2022-01-08,0
Australia,98.0,78.0,13,2022-01-08,176
TAS,0.0,3.0,2,2022-01-09,3
Australia,98.0,78.0,13,2022-01-09,176
WA,0.0,0.0,1,2022-01-09,0
VIC,69.0,51.0,7,2022-01-09,120
SA,0.0,1.0,0,2022-01-09,1
QLD,3.0,8.0,0,2022-01-09,11
NT,0.0,0.0,0,2022-01-09,0
NSW,26.0,15.0,3,2022-01-09,41
ACT,0.0,0.0,0,2022-01-09,0
TAS,0.0,3.0,2,2022-01-10,3
SA,0.0,1.0,0,2022-01-10,1
QLD,3.0,8.0,0,2022-01-10,11
NT,0.0,0.0,0,2022-01-10,0
NSW,26.0,15.0,3,2022-01-10,41
ACT,0.0,0.0,0,2022-01-10,0
Australia,98.0,78.0,13,2022-01-10,176
WA,0.0,0.0,1,2022-01-10,0
VIC,69.0,51.0,7,2022-01-10,120
QLD,3.0,8.0,0,2022-01-11,11
NT,0.0,0.0,0,2022-01-11,0
NSW,26.0,15.0,3,2022-01-11,41
ACT,0.0,0.0,0,2022-01-11,0
Australia,98.0,78.0,13,2022-01-11,176
TAS,0.0,3.0,2,2022-01-11,3
SA,0.0,1.0,0,2022-01-11,1
WA,0.0,0.0,1,2022-01-11,0
VIC,69.0,51.0,7,2022-01-11,120
QLD,3.0,8.0,0,2022-01-12,11
SA,0.0,1.0,0,2022-01-12,1
TAS,0.0,3.0,2,2022-01-12,3
VIC,69.0,51.0,7,2022-01-12,120
WA,0.0,0.0,1,2022-01-12,0
ACT,0.0,0.0,0,2022-01-12,0
Australia,98.0,78.0,13,2022-01-12,176
NSW,26.0,15.0,3,2022-01-12,41
NT,0.0,0.0,0,2022-01-12,0
QLD,7.0,8.0,0,2022-01-13,15
WA,0.0,0.0,1,2022-01-13,0
VIC,73.0,58.0,7,2022-01-13,131
TAS,0.0,3.0,2,2022-01-13,3
SA,0.0,1.0,0,2022-01-13,1
NT,0.0,0.0,0,2022-01-13,0
Australia,100.0,92.0,13,2022-01-13,192
NSW,20.0,22.0,3,2022-01-13,42
ACT,0.0,0.0,0,2022-01-13,0
NT,0.0,0.0,0,2022-01-14,0
QLD,7.0,8.0,0,2022-01-14,15
SA,0.0,1.0,0,2022-01-14,1
VIC,73.0,58.0,7,2022-01-14,131
WA,0.0,0.0,1,2022-01-14,0
NSW,20.0,22.0,3,2022-01-14,42
TAS,0.0,3.0,2,2022-01-14,3
Australia,100.0,92.0,13,2022-01-14,192
ACT,0.0,0.0,0,2022-01-14,0
NSW,20.0,22.0,3,2022-01-15,42
WA,0.0,0.0,1,2022-01-15,0
VIC,73.0,58.0,7,2022-01-15,131
TAS,0.0,3.0,2,2022-01-15,3
SA,0.0,1.0,0,2022-01-15,1
QLD,7.0,8.0,0,2022-01-15,15
Australia,100.0,92.0,13,2022-01-15,192
ACT,0.0,0.0,0,2022-01-15,0
NT,0.0,0.0,0,2022-01-15,0
NSW,20.0,22.0,3,2022-01-16,42
TAS,0.0,3.0,2,2022-01-16,3
SA,0.0,1.0,0,2022-01-16,1
QLD,7.0,8.0,0,2022-01-16,15
NT,0.0,0.0,0,2022-01-16,0
ACT,0.0,0.0,0,2022-01-16,0
Australia,100.0,92.0,13,2022-01-16,192
WA,0.0,0.0,1,2022-01-16,0
VIC,73.0,58.0,7,2022-01-16,131
VIC,73.0,58.0,7,2022-01-17,131
Australia,100.0,92.0,13,2022-01-17,192
ACT,0.0,0.0,0,2022-01-17,0
NSW,20.0,22.0,3,2022-01-17,42
NT,0.0,0.0,0,2022-01-17,0
QLD,7.0,8.0,0,2022-01-17,15
SA,0.0,1.0,0,2022-01-17,1
TAS,0.0,3.0,2,2022-01-17,3
WA,0.0,0.0,1,2022-01-17,0
SA,0.0,1.0,0,2022-01-18,1
NT,0.0,0.0,0,2022-01-18,0
NSW,20.0,22.0,3,2022-01-18,42
QLD,7.0,8.0,0,2022-01-18,15
Australia,100.0,92.0,13,2022-01-18,192
TAS,0.0,3.0,2,2022-01-18,3
ACT,0.0,0.0,0,2022-01-18,0
VIC,73.0,58.0,7,2022-01-18,131
WA,0.0,0.0,1,2022-01-18,0
TAS,0.0,3.0,2,2022-01-19,3
SA,0.0,1.0,0,2022-01-19,1
QLD,7.0,8.0,0,2022-01-19,15
NT,0.0,0.0,0,2022-01-19,0
NSW,20.0,22.0,3,2022-01-19,42
ACT,0.0,0.0,0,2022-01-19,0
VIC,73.0,58.0,7,2022-01-19,131
WA,0.0,0.0,1,2022-01-19,0
Australia,100.0,92.0,13,2022-01-19,192
NSW,,,3,2022-01-20,42
NT,,,0,2022-01-20,0
QLD,,,0,2022-01-20,15
SA,,,0,2022-01-20,1
TAS,,,2,2022-01-20,3
VIC,,,7,2022-01-20,131
WA,,,1,2022-01-20,0
Australia,,,13,2022-01-20,192
ACT,,,0,2022-01-20,0
TAS,,,2,2022-01-21,3
SA,,,0,2022-01-21,1
NSW,,,3,2022-01-21,42
ACT,,,0,2022-01-21,0
Australia,,,13,2022-01-21,192
VIC,,,7,2022-01-21,131
NT,,,0,2022-01-21,0
QLD,,,0,2022-01-21,15
WA,,,1,2022-01-21,0
Australia,,,13,2022-01-22,192
ACT,,,0,2022-01-22,0
NSW,,,3,2022-01-22,42
NT,,,0,2022-01-22,0
QLD,,,0,2022-01-22,15
WA,,,1,2022-01-22,0
VIC,,,7,2022-01-22,131
TAS,,,2,2022-01-22,3
SA,,,0,2022-01-22,1
Australia,,,13,2022-01-23,192
VIC,,,7,2022-01-23,131
WA,,,1,2022-01-23,0
SA,,,0,2022-01-23,1
QLD,,,0,2022-01-23,15
ACT,,,0,2022-01-23,0
NT,,,0,2022-01-23,0
NSW,,,3,2022-01-23,42
TAS,,,2,2022-01-23,3
Australia,,,13,2022-01-24,192
ACT,,,0,2022-01-24,0
NSW,,,3,2022-01-24,42
NT,,,0,2022-01-24,0
SA,,,0,2022-01-24,1
TAS,,,2,2022-01-24,3
VIC,,,7,2022-01-24,131
WA,,,1,2022-01-24,0
QLD,,,0,2022-01-24,15
WA,,,1,2022-01-25,0
VIC,,,7,2022-01-25,131
TAS,,,2,2022-01-25,3
QLD,,,0,2022-01-25,15
SA,,,0,2022-01-25,1
NSW,,,3,2022-01-25,42
ACT,,,0,2022-01-25,0
Australia,,,13,2022-01-25,192
NT,,,0,2022-01-25,0
SA,,,0,2022-01-26,1
QLD,,,0,2022-01-26,15
NT,,,0,2022-01-26,0
TAS,,,2,2022-01-26,3
ACT,,,0,2022-01-26,0
Australia,,,13,2022-01-26,192
WA,,,1,2022-01-26,0
NSW,,,3,2022-01-26,42
VIC,,,7,2022-01-26,131
WA,,,1,2022-01-27,0
VIC,,,7,2022-01-27,131
TAS,,,2,2022-01-27,3
SA,,,0,2022-01-27,1
QLD,,,0,2022-01-27,15
NT,,,0,2022-01-27,0
NSW,,,3,2022-01-27,42
ACT,,,0,2022-01-27,0
Australia,,,13,2022-01-27,192
